Condominium Number,Property Address,Roll Number,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
565,112 - 240 FAIRHAVEN RD,10006433200,2019,8,"$210,000","$210,000"
565,120 - 240 FAIRHAVEN RD,10006434100,2019,11,"$249,000","$249,000"
565,219 - 240 FAIRHAVEN RD,10006436000,2020,9,"$215,000","$215,000"
565,220 - 240 FAIRHAVEN RD,10006436300,2020,8,"$260,000","$260,000"
565,221 - 240 FAIRHAVEN RD,10006436200,2019,8,"$270,000","$270,000"
565,301 - 240 FAIRHAVEN RD,10006436500,2019,9,"$261,250","$261,300"
565,306 - 240 FAIRHAVEN RD,10006437000,2021,3,"$229,800","$229,800"
565,315 - 240 FAIRHAVEN RD,10006437900,2020,6,"$220,000","$220,000"
565,316 - 240 FAIRHAVEN RD,10006438100,2019,10,"$228,000","$228,000"
565,414 - 240 FAIRHAVEN RD,10006439900,2019,6,"$235,000","$235,000"
495,107 - 260 FAIRHAVEN RD,10006770700,2019,8,"$352,000","$352,000"
495,111 - 260 FAIRHAVEN RD,10006770500,2019,1,"$293,000","$293,000"
495,206 - 260 FAIRHAVEN RD,10006771400,2019,1,"$280,000","$280,000"
495,300 - 260 FAIRHAVEN RD,10006772600,2020,10,"$379,900","$379,900"
495,302 - 260 FAIRHAVEN RD,10006772700,2019,3,"$410,000","$410,000"
495,302 - 260 FAIRHAVEN RD,10006772700,2019,8,"$390,000","$390,000"
495,310 - 260 FAIRHAVEN RD,10006773100,2019,4,"$367,500","$367,500"
495,406 - 260 FAIRHAVEN RD,10006774400,2020,11,"$309,900","$309,900"
495,100 - 270 FAIRHAVEN RD,10006426700,2019,9,"$407,000","$407,000"
495,102 - 270 FAIRHAVEN RD,10006426800,2019,3,"$328,000","$328,000"
495,203 - 270 FAIRHAVEN RD,10006428600,2019,9,"$370,000","$370,000"
495,208 - 270 FAIRHAVEN RD,10006428000,2019,10,"$285,000","$285,000"
495,300 - 270 FAIRHAVEN RD,10006428800,2020,8,"$379,900","$379,900"
495,405 - 270 FAIRHAVEN RD,10006430900,2020,4,"$369,000","$369,000"
495,209 - 280 FAIRHAVEN RD,10006443600,2020,10,"$325,000","$325,000"
495,210 - 280 FAIRHAVEN RD,10006443300,2020,6,"$384,900","$384,900"
495,301 - 280 FAIRHAVEN RD,10006445300,2019,11,"$370,000","$370,000"
495,407 - 280 FAIRHAVEN RD,10006446300,2020,9,"$327,000","$327,000"
495,412 - 280 FAIRHAVEN RD,10006446000,2019,5,"$435,000","$435,000"
495,B - 290 FAIRHAVEN RD,10006418400,2019,6,"$413,000","$423,700"
495,C - 290 FAIRHAVEN RD,10006418500,2019,5,"$408,700","$419,700"
495,B - 306 FAIRHAVEN RD,10006420000,2019,4,"$388,800","$400,100"
995,1103 - 65 FIORENTINO ST,4007260655,2020,9,"$221,000","$221,000"
995,1201 - 65 FIORENTINO ST,4007260750,2019,9,"$229,000","$229,000"
995,1204 - 65 FIORENTINO ST,4007260670,2020,10,"$189,500","$189,500"
995,1215 - 65 FIORENTINO ST,4007260715,2019,5,"$192,881","$192,900"
995,1403 - 65 FIORENTINO ST,4007260925,2020,8,"$227,000","$227,000"
995,1408 - 65 FIORENTINO ST,4007260860,2019,10,"$172,500","$172,500"
995,1414 - 65 FIORENTINO ST,4007260875,2021,2,"$225,000","$225,000"
754,204 FORTIER AVE,4007206800,2019,12,"$223,500","$227,700"
754,210 FORTIER AVE,4007207000,2020,8,"$242,000","$244,200"
170,364 GAGNON ST,7206432400,2021,1,"$199,900","$200,500"
170,370 GAGNON ST,7206432100,2020,8,"$215,000","$216,900"
477,303 - 99 GERARD ST,12097547500,2020,12,"$253,000","$253,000"
477,304 - 99 GERARD ST,12097547800,2019,5,"$307,900","$307,900"
477,308 - 99 GERARD ST,12097548000,2020,7,"$268,000","$268,000"
477,312 - 99 GERARD ST,12097548200,2020,8,"$295,000","$295,000"
465,101 - 620 GERTRUDE AVE,12097542100,2020,10,"$227,000","$227,000"
465,306 - 620 GERTRUDE AVE,12097543800,2020,9,"$220,000","$220,000"
186,C - 206 GOULET ST,6075006600,2021,3,"$180,000","$180,000"
568,6 - 210 GOULET ST,6093225500,2019,7,"$174,468","$178,800"
183,B - 220 GOULET ST,6075009400,2019,11,"$175,000","$175,000"
183,E - 220 GOULET ST,6075009700,2020,2,"$198,000","$198,000"
486,205 - 232 GOULET ST,6093065700,2019,8,"$205,000","$205,000"
486,206 - 232 GOULET ST,6093065200,2019,6,"$203,000","$203,000"
486,207 - 232 GOULET ST,6093065800,2019,3,"$210,216","$210,200"
486,306 - 232 GOULET ST,6093066000,2021,3,"$224,500","$224,500"
535,1 - 45 GRANDMONT BLVD,3091325100,2019,4,"$290,000","$298,400"
535,12 - 45 GRANDMONT BLVD,3091326200,2020,5,"$315,000","$318,800"
535,19 - 45 GRANDMONT BLVD,3091326600,2019,5,"$295,000","$303,000"
535,2 - 45 GRANDMONT BLVD,3091325200,2020,5,"$297,000","$300,600"
96,102 - 1002 GRANT AVE,12015861200,2019,11,"$138,000","$138,000"
96,303 - 1002 GRANT AVE,12015863400,2019,9,"$158,000","$158,000"
96,308 - 1002 GRANT AVE,12015863900,2020,7,"$122,500","$122,500"
96,310 - 1002 GRANT AVE,12015864100,2021,2,"$132,000","$132,000"
663,212 - 1030 GRANT AVE,12097723700,2020,12,"$190,000","$190,000"
663,405 - 1030 GRANT AVE,12097725700,2020,7,"$160,000","$160,000"
663,406 - 1030 GRANT AVE,12097726400,2019,6,"$125,000","$125,000"
663,407 - 1030 GRANT AVE,12097725800,2020,2,"$151,000","$151,000"
663,412 - 1030 GRANT AVE,12097726100,2019,11,"$190,000","$190,000"
663,704 - 1030 GRANT AVE,12097730100,2020,3,"$152,000","$152,000"
620,11 - 1056 GRANT AVE,12097689200,2020,8,"$145,000","$145,000"
620,2 - 1056 GRANT AVE,12097688500,2021,2,"$115,000","$115,000"
620,31 - 1056 GRANT AVE,12097690100,2020,8,"$125,000","$125,000"
620,33 - 1056 GRANT AVE,12097690300,2021,1,"$130,000","$130,000"
620,4 - 1056 GRANT AVE,12097688400,2020,10,"$128,000","$128,000"
620,9 - 1056 GRANT AVE,12097688100,2019,6,"$150,000","$150,000"
116,1001 - 1305 GRANT AVE,12015606300,2019,8,"$224,000","$224,000"
116,101 - 1305 GRANT AVE,12015597800,2021,3,"$172,000","$172,000"
116,203 - 1305 GRANT AVE,12015599000,2021,1,"$170,000","$170,000"
116,405 - 1305 GRANT AVE,12015601200,2020,6,"$240,000","$240,000"
116,406 - 1305 GRANT AVE,12015601300,2020,9,"$180,500","$180,500"
116,604 - 1305 GRANT AVE,12015603100,2019,2,"$203,500","$203,500"
116,703 - 1305 GRANT AVE,12015604000,2019,9,"$164,000","$164,000"
116,707 - 1305 GRANT AVE,12015604400,2020,9,"$189,900","$189,900"
116,708 - 1305 GRANT AVE,12015604500,2019,4,"$183,000","$183,000"
116,710 - 1305 GRANT AVE,12015604700,2020,1,"$180,000","$180,000"
768,1 - 1530 GRANT AVE,12097763000,2019,5,"$215,000","$220,800"
768,5 - 1530 GRANT AVE,12097763400,2019,7,"$218,000","$223,500"
474,204W - 1780 GRANT AVE,12097536000,2019,8,"$277,000","$277,000"
474,205W - 1780 GRANT AVE,12097535600,2019,5,"$256,000","$256,000"
474,208W - 1780 GRANT AVE,12097536200,2020,8,"$268,750","$268,800"
334,109 - 3420 GRANT AVE,1001126000,2019,6,"$175,000","$175,000"
31,106 - 3907 GRANT AVE,1001705200,2020,10,"$147,000","$147,900"
31,110 - 3907 GRANT AVE,1001705400,2020,3,"$185,000","$187,800"
31,112 - 3907 GRANT AVE,1001705500,2020,1,"$150,000","$152,600"
31,401 - 3941 GRANT AVE,1001702000,2019,2,"$195,000","$201,000"
353,103 - 4314 GRANT AVE,1002382200,2019,10,"$207,000","$207,000"
353,116 - 4314 GRANT AVE,1002381200,2019,11,"$250,000","$250,000"
353,209 - 4314 GRANT AVE,1002382900,2020,12,"$250,000","$250,000"
353,210 - 4314 GRANT AVE,1002383000,2019,5,"$220,000","$220,000"
353,220 - 4314 GRANT AVE,1002386000,2019,8,"$260,000","$260,000"
53,5 - 170 GRASSIE BLVD,4006495600,2020,12,"$165,000","$165,700"
53,101 - 180 GRASSIE BLVD,4006495800,2020,6,"$154,000","$154,000"
53,107 - 180 GRASSIE BLVD,4006496400,2020,9,"$150,000","$150,000"
53,208 - 180 GRASSIE BLVD,4006497700,2020,11,"$150,000","$150,000"
876,437 GRASSIE BLVD,4007254445,2019,1,"$327,000","$337,500"
94,26 - 151 GREENWAY CRES E,7432586400,2020,12,"$241,500","$242,500"
94,29 - 151 GREENWAY CRES E,7432589300,2019,2,"$155,000","$159,800"
94,32 - 151 GREENWAY CRES E,7432586100,2020,11,"$180,000","$180,900"
94,37 - 151 GREENWAY CRES E,7432588100,2020,4,"$160,000","$162,200"
94,38 - 151 GREENWAY CRES E,7432585800,2019,8,"$195,000","$199,700"
94,50 - 151 GREENWAY CRES E,7432585200,2019,1,"$188,888","$194,900"
94,55 - 151 GREENWAY CRES E,7432587800,2019,9,"$165,000","$168,600"
94,55 - 151 GREENWAY CRES E,7432587800,2020,10,"$171,486","$172,500"
94,59 - 151 GREENWAY CRES E,7432588300,2020,1,"$165,000","$167,800"
94,60 - 151 GREENWAY CRES E,7432584700,2019,6,"$190,000","$194,900"
319,103 - 256 GREENWAY CRES E,7432570300,2020,11,"$110,000","$110,600"
319,106 - 256 GREENWAY CRES E,7432570600,2020,6,"$108,000","$109,200"
799,105 - 200 GREENWAY CRES W,7569112800,2020,8,"$174,900","$176,500"
799,107 - 200 GREENWAY CRES W,7569112200,2020,5,"$200,000","$202,400"
799,110 - 200 GREENWAY CRES W,7569113100,2020,8,"$167,900","$169,400"
799,119 - 200 GREENWAY CRES W,7569113700,2019,4,"$184,000","$189,300"
799,204 - 206 GREENWAY CRES W,7569120800,2020,9,"$160,000","$161,100"
799,205 - 206 GREENWAY CRES W,7569121800,2020,3,"$161,500","$163,900"
799,209 - 206 GREENWAY CRES W,7569122000,2019,6,"$177,000","$181,600"
799,212 - 206 GREENWAY CRES W,7569120400,2020,4,"$180,000","$182,500"
799,301 - 212 GREENWAY CRES W,7569114300,2019,8,"$174,500","$178,700"
799,315 - 212 GREENWAY CRES W,7569115100,2020,2,"$166,500","$169,200"
800,108 - 215 GREENWAY CRES W,7569130000,2020,11,"$181,000","$181,000"
800,201 - 215 GREENWAY CRES W,7569131700,2020,4,"$190,000","$190,000"
800,203 - 215 GREENWAY CRES W,7569131600,2021,1,"$200,000","$200,000"
800,308 - 215 GREENWAY CRES W,7569132200,2019,5,"$188,000","$188,000"
799,406 - 218 GREENWAY CRES W,7569119100,2019,11,"$167,000","$170,300"
799,408 - 218 GREENWAY CRES W,7569120300,2019,3,"$182,250","$187,700"
799,416 - 218 GREENWAY CRES W,7569119800,2019,4,"$179,900","$185,100"
799,501 - 224 GREENWAY CRES W,7569115900,2021,3,"$161,000","$161,000"
799,503 - 224 GREENWAY CRES W,7569115300,2020,10,"$202,000","$203,200"
799,516 - 224 GREENWAY CRES W,7569116700,2020,9,"$146,000","$147,000"
799,606 - 230 GREENWAY CRES W,7569118600,2021,3,"$167,000","$167,000"
799,615 - 230 GREENWAY CRES W,7569117800,2020,9,"$169,900","$171,100"
1073,83 GREY HERON DR,6093471910,2021,2,"$427,957","$428,400"
1073,87 GREY HERON DR,6093471905,2021,3,"$398,248","$398,200"
1073,91 GREY HERON DR,6093471900,2020,11,"$402,830","$404,800"
1073,95 GREY HERON DR,6093471895,2020,11,"$471,429","$473,800"
1073,103 GREY HERON DR,6093471885,2021,3,"$478,571","$478,600"
71,401 - 811 GROSVENOR AVE,12022566100,2021,3,"$220,000","$220,000"
71,402 - 811 GROSVENOR AVE,12022566200,2021,1,"$160,000","$160,000"
71,505 - 811 GROSVENOR AVE,12022567000,2019,12,"$211,520","$211,500"
71,605 - 811 GROSVENOR AVE,12022567500,2020,4,"$213,000","$213,000"
262,4 - 888 GROSVENOR AVE,12023008600,2020,1,"$252,500","$252,500"
767,2 - 892 GROSVENOR AVE,12097770700,2021,3,"$460,000","$460,000"
266,4 - 171 HAMILTON AVE,7325645100,2020,5,"$225,000","$227,700"
266,2 - 179 HAMILTON AVE,7325640900,2020,12,"$215,500","$216,400"
266,6 - 179 HAMILTON AVE,7325641600,2020,9,"$227,000","$228,600"
266,1 - 183 HAMILTON AVE,7325642600,2020,3,"$275,500","$279,600"
266,10 - 183 HAMILTON AVE,7325643000,2020,8,"$241,900","$244,100"
266,12 - 183 HAMILTON AVE,7325642200,2019,1,"$255,000","$263,200"
266,12 - 183 HAMILTON AVE,7325642200,2020,7,"$265,000","$267,700"
266,2 - 183 HAMILTON AVE,7325641700,2019,4,"$261,500","$269,100"
266,3 - 183 HAMILTON AVE,7325641800,2020,8,"$264,000","$266,400"
266,6 - 191 HAMILTON AVE,7325644600,2021,1,"$255,000","$255,800"
266,9 - 191 HAMILTON AVE,7325644800,2020,9,"$210,000","$211,500"
989,1006 - 311 HARGRAVE ST,13099069790,2020,9,"$195,000","$195,000"
989,1011 - 311 HARGRAVE ST,13099069820,2020,6,"$240,000","$240,000"
989,1201 - 311 HARGRAVE ST,13099069925,2020,3,"$218,500","$218,500"
989,1301 - 311 HARGRAVE ST,13099069975,2019,11,"$214,900","$214,900"
989,1505 - 311 HARGRAVE ST,13099070060,2019,8,"$208,880","$208,900"
989,1506 - 311 HARGRAVE ST,13099070055,2021,3,"$235,000","$235,000"
989,1603 - 311 HARGRAVE ST,13099070125,2020,2,"$355,000","$355,000"
989,1605 - 311 HARGRAVE ST,13099070115,2021,2,"$240,000","$240,000"
989,1703 - 311 HARGRAVE ST,13099070170,2021,3,"$299,900","$299,900"
989,1810 - 311 HARGRAVE ST,13099070190,2019,4,"$289,000","$289,000"
989,1903 - 311 HARGRAVE ST,13099070280,2020,9,"$302,250","$302,300"
989,2006 - 311 HARGRAVE ST,13099070315,2019,5,"$319,000","$319,000"
989,401 - 311 HARGRAVE ST,13099069500,2019,5,"$193,500","$193,500"
989,405 - 311 HARGRAVE ST,13099069480,2019,4,"$200,000","$200,000"
989,406 - 311 HARGRAVE ST,13099069475,2019,7,"$219,900","$219,900"
989,506 - 311 HARGRAVE ST,13099069520,2019,9,"$242,400","$242,400"
989,602 - 311 HARGRAVE ST,13099069590,2019,11,"$189,000","$189,000"
989,608 - 311 HARGRAVE ST,13099069560,2019,3,"$353,000","$353,000"
989,707 - 311 HARGRAVE ST,13099069620,2020,3,"$253,400","$253,400"
989,711 - 311 HARGRAVE ST,13099069655,2019,9,"$199,900","$199,900"
989,803 - 311 HARGRAVE ST,13099069695,2019,6,"$320,900","$320,900"
989,810 - 311 HARGRAVE ST,13099069660,2019,9,"$277,400","$277,400"
483,12 - 183 HARROW ST,12097551500,2020,12,"$120,000","$120,000"
483,16 - 185 HARROW ST,12097551000,2019,11,"$131,500","$131,500"
483,18 - 185 HARROW ST,12097551600,2021,3,"$120,000","$120,000"
874,2 - 900 HEADMASTER ROW,4007252830,2019,6,"$285,000","$292,400"
874,5 - 900 HEADMASTER ROW,4007252815,2019,7,"$290,900","$298,200"
874,306 - 902 HEADMASTER ROW,4007257905,2019,7,"$297,500","$297,500"
874,310 - 902 HEADMASTER ROW,4007257915,2019,12,"$296,900","$296,900"
874,414 - 902 HEADMASTER ROW,4007258005,2019,5,"$266,000","$266,000"
874,415 - 902 HEADMASTER ROW,4007258015,2019,6,"$284,900","$284,900"
874,2 - 908 HEADMASTER ROW,4007252765,2019,7,"$280,000","$287,000"
874,2 - 908 HEADMASTER ROW,4007252765,2020,11,"$287,500","$288,900"
874,6 - 908 HEADMASTER ROW,4007252785,2021,1,"$300,000","$300,900"
874,8 - 908 HEADMASTER ROW,4007252795,2020,3,"$306,000","$310,600"
764,104 - 490 HENDERSON HWY,2062803300,2020,7,"$265,000","$267,700"
764,204 - 490 HENDERSON HWY,2062803700,2019,7,"$260,000","$266,500"
764,202 - 492 HENDERSON HWY,2062803000,2019,8,"$235,000","$240,600"
64,108 - 1700 HENDERSON HWY,4007219500,2021,1,"$217,500","$218,200"
64,201 - 1700 HENDERSON HWY,4007219600,2020,9,"$177,500","$178,700"
64,205 - 1700 HENDERSON HWY,4007221000,2019,8,"$189,900","$194,500"
64,303 - 1700 HENDERSON HWY,4007221600,2019,4,"$135,000","$138,900"
64,304 - 1700 HENDERSON HWY,4007221700,2020,8,"$140,000","$141,300"
64,305 - 1700 HENDERSON HWY,4007222800,2020,3,"$168,000","$170,500"
64,104 - 1710 HENDERSON HWY,4007218500,2020,6,"$150,000","$151,700"
64,203 - 1710 HENDERSON HWY,4007220200,2020,11,"$153,500","$154,300"
64,204 - 1710 HENDERSON HWY,4007220300,2021,3,"$175,500","$175,500"
64,207 - 1710 HENDERSON HWY,4007220600,2020,12,"$166,000","$166,700"
64,308 - 1710 HENDERSON HWY,4007222500,2021,3,"$184,900","$184,900"
64,204 - 1736 HENDERSON HWY,4007225500,2020,7,"$214,000","$216,100"
64,206 - 1736 HENDERSON HWY,4007225700,2019,11,"$165,000","$168,300"
64,208 - 1736 HENDERSON HWY,4007225900,2019,3,"$182,000","$187,500"
64,301 - 1736 HENDERSON HWY,4007226800,2019,10,"$205,000","$209,300"
64,303 - 1736 HENDERSON HWY,4007227000,2020,9,"$190,000","$191,300"
64,305 - 1736 HENDERSON HWY,4007227200,2020,5,"$138,000","$139,700"
64,306 - 1736 HENDERSON HWY,4007227300,2019,10,"$150,000","$153,200"
64,305 - 1744 HENDERSON HWY,4007227600,2020,10,"$162,900","$163,900"
64,101 - 1760 HENDERSON HWY,4007228000,2019,9,"$175,000","$178,900"
64,203 - 1760 HENDERSON HWY,4007229800,2021,2,"$176,000","$176,200"
64,204 - 1760 HENDERSON HWY,4007229900,2020,9,"$175,000","$176,200"
64,206 - 1760 HENDERSON HWY,4007230900,2020,7,"$175,000","$176,800"
64,305 - 1760 HENDERSON HWY,4007232400,2020,7,"$172,500","$174,200"
64,307 - 1760 HENDERSON HWY,4007232600,2019,11,"$180,000","$183,600"
64,105 - 1766 HENDERSON HWY,4007228800,2019,5,"$240,000","$246,500"
64,208 - 1766 HENDERSON HWY,4007230700,2019,11,"$178,500","$182,100"
336,101 - 1820 HENDERSON HWY,4002322000,2019,6,"$300,000","$300,000"
336,303 - 1820 HENDERSON HWY,4002323500,2019,4,"$278,000","$278,000"
336,501 - 1820 HENDERSON HWY,4002324300,2020,9,"$291,000","$291,000"
343,201 - 1840 HENDERSON HWY,4002587600,2020,8,"$237,250","$237,300"
343,204 - 1840 HENDERSON HWY,4002587300,2020,12,"$277,000","$277,000"
343,303 - 1840 HENDERSON HWY,4002588000,2019,3,"$215,000","$215,000"
343,402 - 1840 HENDERSON HWY,4002588700,2020,11,"$260,000","$260,000"
343,403 - 1840 HENDERSON HWY,4002588600,2019,7,"$230,000","$230,000"
330,201 - 1850 HENDERSON HWY,4002291900,2020,1,"$280,000","$280,000"
330,502 - 1850 HENDERSON HWY,4002293800,2020,11,"$280,000","$280,000"
330,606 - 1850 HENDERSON HWY,4002294200,2020,3,"$318,000","$318,000"
206,101 - 1880 HENDERSON HWY,4002388100,2019,3,"$190,000","$190,000"
206,103 - 1880 HENDERSON HWY,4002388300,2019,8,"$362,000","$362,000"
206,106 - 1880 HENDERSON HWY,4002388600,2019,12,"$352,000","$352,000"
206,107 - 1880 HENDERSON HWY,4002388700,2020,9,"$295,000","$295,000"
206,108 - 1880 HENDERSON HWY,4002388800,2020,11,"$344,000","$344,000"
206,204 - 1880 HENDERSON HWY,4002389200,2020,2,"$345,000","$345,000"
206,208 - 1880 HENDERSON HWY,4002389600,2019,6,"$362,500","$362,500"
206,302 - 1880 HENDERSON HWY,4002389800,2019,10,"$290,000","$290,000"
206,305 - 1880 HENDERSON HWY,4002390100,2019,1,"$390,000","$390,000"
206,308 - 1880 HENDERSON HWY,4002390400,2019,4,"$255,000","$255,000"
55,1 - 1900 HENDERSON HWY,4002364500,2019,8,"$198,000","$198,000"
55,17 - 1900 HENDERSON HWY,4002365500,2019,5,"$219,000","$219,000"
55,3 - 1900 HENDERSON HWY,4002364400,2020,10,"$206,500","$206,500"
55,5 - 1900 HENDERSON HWY,4002364300,2020,10,"$207,000","$207,000"
1041,201 - 1914 HENDERSON HWY,4007263725,2019,5,"$689,000","$689,000"
1041,205 - 1914 HENDERSON HWY,4007263735,2020,7,"$952,381","$952,400"
1041,206 - 1914 HENDERSON HWY,4007263740,2019,9,"$959,000","$959,000"
1041,305 - 1914 HENDERSON HWY,4007263760,2019,3,"$898,000","$898,000"
1041,306 - 1914 HENDERSON HWY,4007263765,2019,7,"$889,000","$889,000"
1041,401 - 1914 HENDERSON HWY,4007263780,2019,8,"$709,000","$709,000"
1041,402 - 1914 HENDERSON HWY,4007263805,2019,4,"$702,000","$702,000"
1041,403 - 1914 HENDERSON HWY,4007263785,2019,3,"$476,000","$476,000"
1041,404 - 1914 HENDERSON HWY,4007263800,2019,4,"$651,000","$651,000"
1041,405 - 1914 HENDERSON HWY,4007263790,2019,2,"$889,000","$889,000"
1041,406 - 1914 HENDERSON HWY,4007263795,2019,4,"$913,000","$913,000"
1041,501 - 1914 HENDERSON HWY,4007263810,2019,2,"$687,000","$687,000"
1041,502 - 1914 HENDERSON HWY,4007263835,2019,3,"$717,000","$717,000"
1041,503 - 1914 HENDERSON HWY,4007263815,2019,2,"$486,000","$486,000"
1041,504 - 1914 HENDERSON HWY,4007263830,2019,2,"$631,000","$631,000"
1041,505 - 1914 HENDERSON HWY,4007263820,2019,11,"$878,800","$878,800"
1041,506 - 1914 HENDERSON HWY,4007263825,2019,4,"$923,000","$923,000"
540,101 - 1950 HENDERSON HWY,4007089300,2019,12,"$245,000","$245,000"
540,106 - 1950 HENDERSON HWY,4007089800,2020,9,"$265,000","$265,000"
540,202 - 1950 HENDERSON HWY,4007090000,2019,3,"$273,000","$273,000"
540,304 - 1950 HENDERSON HWY,4007090800,2020,6,"$280,000","$280,000"
540,401 - 1950 HENDERSON HWY,4007091100,2020,10,"$255,000","$255,000"
540,403 - 1950 HENDERSON HWY,4007091300,2019,6,"$285,000","$285,000"
388,103 - 1954 HENDERSON HWY,4002413000,2020,8,"$292,500","$292,500"
388,106 - 1954 HENDERSON HWY,4002412700,2019,12,"$322,500","$322,500"
388,501 - 1954 HENDERSON HWY,4002414900,2020,10,"$277,500","$277,500"
388,506 - 1954 HENDERSON HWY,4002415000,2020,5,"$305,000","$305,000"
967,201 - 2033 HENDERSON HWY,4007257025,2020,6,"$335,000","$335,000"
967,301 - 2033 HENDERSON HWY,4007257090,2020,10,"$332,000","$332,000"
649,598 HERBERT AVE,14100072100,2021,3,"$87,000","$87,000"
649,610 HERBERT AVE,14100073000,2021,1,"$77,500","$77,700"
649,612 HERBERT AVE,14100072900,2021,3,"$83,000","$83,000"
649,616 HERBERT AVE,14100072700,2021,3,"$85,000","$85,000"
649,628 HERBERT AVE,14100073600,2019,10,"$100,000","$102,100"
649,628 HERBERT AVE,14100073600,2021,3,"$110,000","$110,000"
649,646 HERBERT AVE,14100074500,2020,4,"$77,000","$78,100"
903,107 - 10 HILL GROVE PT,3092986805,2020,11,"$285,000","$285,000"
903,108 - 10 HILL GROVE PT,3092986810,2020,8,"$240,000","$240,000"
903,109 - 10 HILL GROVE PT,3092994030,2021,3,"$245,000","$245,000"
903,119 - 10 HILL GROVE PT,3092994055,2019,3,"$249,900","$249,900"
903,201 - 10 HILL GROVE PT,3092986830,2021,1,"$260,000","$260,000"
903,204 - 10 HILL GROVE PT,3092986815,2020,12,"$260,000","$260,000"
903,208 - 10 HILL GROVE PT,3092986855,2020,6,"$246,500","$246,500"
903,209 - 10 HILL GROVE PT,3092994100,2019,7,"$259,500","$259,500"
903,216 - 10 HILL GROVE PT,3092994150,2020,5,"$254,500","$254,500"
903,300 - 10 HILL GROVE PT,3092986870,2019,6,"$420,000","$420,000"
903,307 - 10 HILL GROVE PT,3092986895,2019,10,"$335,000","$335,000"
903,313 - 10 HILL GROVE PT,3092994180,2020,7,"$265,000","$265,000"
903,320 - 10 HILL GROVE PT,3092994210,2020,2,"$257,500","$257,500"
903,322 - 10 HILL GROVE PT,3092994205,2019,8,"$295,000","$295,000"
903,400 - 10 HILL GROVE PT,3092986915,2020,2,"$460,000","$460,000"
903,404 - 10 HILL GROVE PT,3092986905,2019,10,"$245,000","$245,000"
903,405 - 10 HILL GROVE PT,3092986930,2019,9,"$250,000","$250,000"
903,409 - 10 HILL GROVE PT,3092994240,2020,4,"$252,000","$252,000"
42,107 HOBBS CRES,4005177800,2020,2,"$141,000","$143,300"
42,115 HOBBS CRES,4005177200,2019,8,"$116,000","$118,800"
42,115 HOBBS CRES,4005177300,2019,8,"$177,500","$181,800"
548,22 - 246 HOME ST,12097645500,2021,3,"$93,500","$93,500"
548,7 - 246 HOME ST,12097644100,2019,2,"$109,900","$109,900"
50,4 - 272 HOME ST,12097654500,2019,6,"$189,900","$189,900"
232,169 HORACE ST,6090844600,2020,8,"$197,000","$197,000"
211,C - 175 HORACE ST,6090843500,2020,7,"$160,000","$160,000"
211,E - 175 HORACE ST,6090843600,2020,10,"$193,000","$193,000"
808,2 - 191 HORACE ST,6093412900,2020,4,"$227,000","$230,200"
808,5 - 191 HORACE ST,6093413200,2020,10,"$217,500","$218,800"
108,2 - 207 HUGO ST N,12022164100,2019,11,"$177,000","$177,000"
829,3 - 279 HUGO ST N,12097803390,2020,11,"$429,900","$432,000"
999,106 - 670 HUGO ST S,12097805845,2019,3,"$223,444","$223,400"
999,107 - 670 HUGO ST S,12097805815,2020,12,"$168,322","$168,300"
999,113 - 670 HUGO ST S,12097807710,2020,11,"$188,953","$189,000"
999,114 - 670 HUGO ST S,12097807620,2019,4,"$192,105","$192,100"
999,115 - 670 HUGO ST S,12097807705,2020,11,"$179,888","$179,900"
999,116 - 670 HUGO ST S,12097807625,2019,10,"$185,455","$185,500"
999,117 - 670 HUGO ST S,12097807700,2021,2,"$174,419","$174,400"
999,118 - 670 HUGO ST S,12097807630,2019,8,"$191,802","$191,800"
999,119 - 670 HUGO ST S,12097807695,2019,11,"$216,182","$216,200"
999,120 - 670 HUGO ST S,12097807635,2020,2,"$229,401","$229,400"
999,121 - 670 HUGO ST S,12097807690,2020,4,"$219,961","$220,000"
999,122 - 670 HUGO ST S,12097807640,2020,1,"$230,561","$230,600"
999,123 - 670 HUGO ST S,12097807685,2019,10,"$203,843","$203,800"
999,124 - 670 HUGO ST S,12097807645,2020,1,"$227,551","$227,600"
999,125 - 670 HUGO ST S,12097807680,2019,8,"$230,620","$230,600"
999,126 - 670 HUGO ST S,12097807650,2020,7,"$184,593","$184,600"
999,127 - 670 HUGO ST S,12097807675,2019,6,"$236,434","$236,400"
999,128 - 670 HUGO ST S,12097807655,2020,11,"$194,952","$195,000"
999,129 - 670 HUGO ST S,12097807660,2020,6,"$185,078","$185,100"
999,130 - 670 HUGO ST S,12097807665,2019,2,"$257,903","$257,900"
999,131 - 670 HUGO ST S,12097807670,2019,6,"$250,626","$250,600"
999,203 - 670 HUGO ST S,12097805880,2019,8,"$228,000","$228,000"
999,204 - 670 HUGO ST S,12097805895,2020,11,"$247,500","$247,500"
999,213 - 670 HUGO ST S,12097807805,2020,5,"$184,109","$184,100"
999,214 - 670 HUGO ST S,12097807715,2020,4,"$182,632","$182,600"
999,215 - 670 HUGO ST S,12097807800,2019,8,"$186,857","$186,900"
999,216 - 670 HUGO ST S,12097807720,2020,7,"$184,697","$184,700"
999,217 - 670 HUGO ST S,12097807795,2019,8,"$182,307","$182,300"
999,218 - 670 HUGO ST S,12097807725,2019,2,"$199,422","$199,400"
