Condominium Number,Property Address,Roll Number,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
94,38 - 151 GREENWAY CRES E,7432585800,2016,1,"$168,000","$172,200"
94,48 - 151 GREENWAY CRES E,7432585300,2017,9,"$193,000","$195,300"
94,49 - 151 GREENWAY CRES E,7432587900,2016,2,"$175,000","$179,600"
94,6 - 151 GREENWAY CRES E,7432587400,2017,9,"$217,500","$220,100"
94,71 - 151 GREENWAY CRES E,7432591200,2016,6,"$200,000","$206,000"
94,8 - 151 GREENWAY CRES E,7432587300,2016,9,"$191,000","$197,500"
94,83 - 151 GREENWAY CRES E,7432590800,2016,9,"$160,000","$165,400"
94,85 - 151 GREENWAY CRES E,7432590700,2017,12,"$206,000","$207,200"
94,89 - 151 GREENWAY CRES E,7432590600,2017,5,"$198,000","$202,000"
94,99 - 151 GREENWAY CRES E,7432589600,2016,8,"$192,000","$198,300"
319,105 - 256 GREENWAY CRES E,7432570500,2017,1,"$112,500","$115,700"
319,105 - 256 GREENWAY CRES E,7432570500,2017,5,"$122,000","$124,400"
799,102 - 200 GREENWAY CRES W,7569112700,2017,7,"$182,000","$184,900"
799,103 - 200 GREENWAY CRES W,7569112000,2018,2,"$202,500","$202,900"
799,117 - 200 GREENWAY CRES W,7569113500,2017,4,"$182,000","$186,000"
799,204 - 206 GREENWAY CRES W,7569120800,2018,3,"$165,000","$165,000"
799,210 - 206 GREENWAY CRES W,7569122100,2017,11,"$181,000","$182,400"
799,302 - 212 GREENWAY CRES W,7569114400,2016,5,"$192,000","$197,600"
799,304 - 212 GREENWAY CRES W,7569113900,2016,7,"$170,000","$175,300"
799,307 - 212 GREENWAY CRES W,7569114600,2016,9,"$180,000","$186,100"
799,316 - 212 GREENWAY CRES W,7569115200,2017,2,"$180,100","$184,800"
800,102 - 215 GREENWAY CRES W,7569129700,2016,6,"$210,000","$212,700"
800,200 - 215 GREENWAY CRES W,7569130700,2016,9,"$207,500","$210,800"
800,201 - 215 GREENWAY CRES W,7569131700,2016,8,"$208,900","$212,000"
800,207 - 215 GREENWAY CRES W,7569131400,2016,3,"$215,000","$217,200"
800,207 - 215 GREENWAY CRES W,7569131400,2017,10,"$210,000","$211,100"
800,302 - 215 GREENWAY CRES W,7569131900,2016,7,"$215,000","$218,000"
799,401 - 218 GREENWAY CRES W,7569119900,2018,3,"$180,000","$180,000"
799,407 - 218 GREENWAY CRES W,7569120200,2017,5,"$182,000","$185,600"
799,519 - 224 GREENWAY CRES W,7569117000,2017,5,"$181,000","$184,600"
799,601 - 230 GREENWAY CRES W,7569118300,2016,9,"$186,000","$192,300"
799,603 - 230 GREENWAY CRES W,7569117600,2016,8,"$217,900","$225,100"
799,610 - 230 GREENWAY CRES W,7569118800,2017,1,"$167,000","$171,700"
799,614 - 230 GREENWAY CRES W,7569117700,2016,9,"$187,000","$193,400"
71,401 - 811 GROSVENOR AVE,12022566100,2017,11,"$212,000","$212,800"
71,501 - 811 GROSVENOR AVE,12022566600,2016,1,"$227,000","$228,800"
262,1 - 888 GROSVENOR AVE,12023008300,2017,9,"$410,000","$412,500"
262,3 - 888 GROSVENOR AVE,12023008500,2017,6,"$270,000","$272,400"
767,3 - 892 GROSVENOR AVE,12097770800,2016,9,"$539,900","$558,300"
483,2 - 980 GROSVENOR AVE,12097550000,2017,8,"$154,500","$155,600"
266,2 - 179 HAMILTON AVE,7325640900,2016,10,"$229,900","$237,900"
266,4 - 179 HAMILTON AVE,7325641500,2017,1,"$235,000","$241,600"
266,6 - 179 HAMILTON AVE,7325641600,2017,6,"$203,000","$206,700"
266,7 - 179 HAMILTON AVE,7325641100,2017,1,"$240,000","$246,700"
266,11 - 183 HAMILTON AVE,7325643100,2016,8,"$269,900","$278,800"
266,3 - 183 HAMILTON AVE,7325641800,2016,7,"$240,000","$247,400"
266,3 - 183 HAMILTON AVE,7325641800,2017,9,"$240,000","$242,900"
989,1001 - 311 HARGRAVE ST,13099069815,2017,4,"$229,900","$232,400"
989,1003 - 311 HARGRAVE ST,13099069805,2017,4,"$323,643","$327,200"
989,1004 - 311 HARGRAVE ST,13099069800,2017,11,"$348,837","$350,200"
989,1005 - 311 HARGRAVE ST,13099069795,2017,3,"$317,900","$321,700"
989,1006 - 311 HARGRAVE ST,13099069790,2017,3,"$204,900","$207,400"
989,1007 - 311 HARGRAVE ST,13099069785,2017,3,"$310,900","$314,600"
989,1011 - 311 HARGRAVE ST,13099069820,2017,7,"$244,548","$246,500"
989,1101 - 311 HARGRAVE ST,13099069870,2017,4,"$232,900","$235,500"
989,1102 - 311 HARGRAVE ST,13099069865,2017,3,"$234,900","$237,700"
989,1104 - 311 HARGRAVE ST,13099069855,2017,3,"$298,400","$302,000"
989,1105 - 311 HARGRAVE ST,13099069850,2017,3,"$282,900","$286,300"
989,1106 - 311 HARGRAVE ST,13099069845,2017,3,"$244,400","$247,300"
989,1107 - 311 HARGRAVE ST,13099069840,2017,6,"$314,400","$317,200"
989,1108 - 311 HARGRAVE ST,13099069835,2017,3,"$355,900","$360,200"
989,1109 - 311 HARGRAVE ST,13099069830,2017,4,"$179,303","$181,300"
989,1111 - 311 HARGRAVE ST,13099069875,2017,3,"$258,900","$262,000"
989,1202 - 311 HARGRAVE ST,13099069920,2017,12,"$243,714","$244,400"
989,1203 - 311 HARGRAVE ST,13099069915,2017,3,"$342,400","$346,500"
989,1204 - 311 HARGRAVE ST,13099069910,2017,3,"$362,900","$367,300"
989,1205 - 311 HARGRAVE ST,13099069905,2017,3,"$237,254","$240,100"
989,1206 - 311 HARGRAVE ST,13099069900,2017,3,"$210,400","$212,900"
989,1208 - 311 HARGRAVE ST,13099069890,2017,3,"$354,400","$358,700"
989,1209 - 311 HARGRAVE ST,13099069885,2017,4,"$183,400","$185,400"
989,1210 - 311 HARGRAVE ST,13099069880,2017,9,"$292,539","$294,300"
989,1211 - 311 HARGRAVE ST,13099069930,2017,3,"$302,900","$306,500"
989,1303 - 311 HARGRAVE ST,13099069965,2017,4,"$362,900","$366,900"
989,1304 - 311 HARGRAVE ST,13099069960,2017,3,"$379,400","$384,000"
989,1305 - 311 HARGRAVE ST,13099069955,2017,4,"$257,665","$260,500"
989,1306 - 311 HARGRAVE ST,13099069950,2017,5,"$192,900","$194,800"
989,1307 - 311 HARGRAVE ST,13099069945,2017,4,"$348,400","$352,200"
989,1308 - 311 HARGRAVE ST,13099069940,2017,3,"$556,225","$562,900"
989,1309 - 311 HARGRAVE ST,13099069935,2017,8,"$258,952","$260,800"
989,1310 - 311 HARGRAVE ST,13099069980,2017,3,"$258,400","$261,500"
989,1402 - 311 HARGRAVE ST,13099070025,2017,4,"$237,900","$240,500"
989,1403 - 311 HARGRAVE ST,13099070020,2017,3,"$398,900","$403,700"
989,1404 - 311 HARGRAVE ST,13099070015,2017,4,"$307,900","$311,300"
989,1405 - 311 HARGRAVE ST,13099070010,2017,10,"$303,295","$304,800"
989,1406 - 311 HARGRAVE ST,13099070005,2017,3,"$214,400","$217,000"
989,1407 - 311 HARGRAVE ST,13099070000,2017,6,"$256,823","$259,100"
989,1408 - 311 HARGRAVE ST,13099069995,2017,4,"$336,628","$340,300"
989,1409 - 311 HARGRAVE ST,13099069990,2017,4,"$186,900","$189,000"
989,1410 - 311 HARGRAVE ST,13099069985,2017,3,"$316,400","$320,200"
989,1411 - 311 HARGRAVE ST,13099070035,2017,5,"$293,400","$296,300"
989,1502 - 311 HARGRAVE ST,13099070075,2017,5,"$383,400","$387,200"
989,1503 - 311 HARGRAVE ST,13099070070,2017,4,"$347,400","$351,200"
989,1504 - 311 HARGRAVE ST,13099070065,2017,4,"$302,400","$305,700"
989,1505 - 311 HARGRAVE ST,13099070060,2017,3,"$211,900","$214,400"
989,1506 - 311 HARGRAVE ST,13099070055,2017,3,"$274,900","$278,200"
989,1507 - 311 HARGRAVE ST,13099070050,2017,4,"$360,400","$364,400"
989,1508 - 311 HARGRAVE ST,13099070045,2017,4,"$198,900","$201,100"
989,1509 - 311 HARGRAVE ST,13099070040,2017,4,"$346,400","$350,200"
989,1601 - 311 HARGRAVE ST,13099070135,2017,4,"$253,900","$256,700"
989,1603 - 311 HARGRAVE ST,13099070125,2017,6,"$376,900","$380,300"
989,1604 - 311 HARGRAVE ST,13099070120,2017,4,"$311,400","$314,800"
989,1605 - 311 HARGRAVE ST,13099070115,2017,5,"$263,900","$266,500"
989,1606 - 311 HARGRAVE ST,13099070110,2017,4,"$256,400","$259,200"
989,1607 - 311 HARGRAVE ST,13099070105,2017,4,"$295,400","$298,600"
989,1608 - 311 HARGRAVE ST,13099070100,2017,4,"$362,400","$366,400"
989,1609 - 311 HARGRAVE ST,13099070095,2017,5,"$184,900","$186,700"
989,1610 - 311 HARGRAVE ST,13099070090,2017,4,"$294,900","$298,100"
989,1701 - 311 HARGRAVE ST,13099070180,2017,4,"$298,400","$301,700"
989,1702 - 311 HARGRAVE ST,13099070175,2017,4,"$392,400","$396,700"
989,1703 - 311 HARGRAVE ST,13099070170,2017,4,"$310,000","$313,400"
989,1704 - 311 HARGRAVE ST,13099070165,2017,4,"$330,900","$334,500"
989,1705 - 311 HARGRAVE ST,13099070160,2017,3,"$238,900","$241,800"
989,1706 - 311 HARGRAVE ST,13099070155,2017,4,"$288,900","$292,100"
989,1707 - 311 HARGRAVE ST,13099070150,2017,4,"$565,980","$572,200"
989,1708 - 311 HARGRAVE ST,13099070145,2017,4,"$331,900","$335,600"
989,1709 - 311 HARGRAVE ST,13099070185,2017,4,"$617,015","$623,800"
989,1801 - 311 HARGRAVE ST,13099070235,2017,4,"$244,900","$247,600"
989,1803 - 311 HARGRAVE ST,13099070225,2017,4,"$403,150","$407,600"
989,1804 - 311 HARGRAVE ST,13099070220,2017,4,"$352,400","$356,300"
989,1805 - 311 HARGRAVE ST,13099070215,2017,4,"$323,400","$327,000"
989,1806 - 311 HARGRAVE ST,13099070210,2017,4,"$218,400","$220,800"
989,1808 - 311 HARGRAVE ST,13099070200,2017,4,"$346,000","$349,800"
989,1809 - 311 HARGRAVE ST,13099070195,2017,4,"$183,900","$185,900"
989,1810 - 311 HARGRAVE ST,13099070190,2017,4,"$286,900","$290,100"
989,1811 - 311 HARGRAVE ST,13099070240,2017,4,"$279,900","$283,000"
989,1901 - 311 HARGRAVE ST,13099070290,2017,5,"$250,400","$252,900"
989,1903 - 311 HARGRAVE ST,13099070280,2017,4,"$339,900","$343,600"
989,1904 - 311 HARGRAVE ST,13099070275,2017,3,"$358,900","$363,200"
989,1905 - 311 HARGRAVE ST,13099070270,2017,5,"$301,546","$304,600"
989,1906 - 311 HARGRAVE ST,13099070265,2017,4,"$225,900","$228,400"
989,1907 - 311 HARGRAVE ST,13099070260,2017,4,"$339,400","$343,100"
989,1908 - 311 HARGRAVE ST,13099070255,2017,4,"$332,400","$336,100"
989,1909 - 311 HARGRAVE ST,13099070250,2017,4,"$256,400","$259,200"
989,1910 - 311 HARGRAVE ST,13099070245,2017,4,"$296,900","$300,200"
989,1911 - 311 HARGRAVE ST,13099070295,2017,4,"$255,400","$258,200"
989,2001 - 311 HARGRAVE ST,13099070340,2017,4,"$303,900","$307,200"
989,2002 - 311 HARGRAVE ST,13099070335,2017,4,"$380,900","$385,100"
989,2003 - 311 HARGRAVE ST,13099070330,2017,4,"$365,400","$369,400"
989,2004 - 311 HARGRAVE ST,13099070325,2017,4,"$319,900","$323,400"
989,2005 - 311 HARGRAVE ST,13099070320,2017,4,"$240,900","$243,500"
989,2006 - 311 HARGRAVE ST,13099070315,2017,7,"$326,400","$329,000"
989,2007 - 311 HARGRAVE ST,13099070310,2017,4,"$339,400","$343,100"
989,2008 - 311 HARGRAVE ST,13099070305,2017,4,"$258,900","$261,700"
989,2009 - 311 HARGRAVE ST,13099070300,2017,6,"$334,900","$337,900"
989,201 - 311 HARGRAVE ST,13099069410,2017,12,"$237,048","$237,800"
989,2010 - 311 HARGRAVE ST,13099070345,2017,8,"$491,905","$495,300"
989,202 - 311 HARGRAVE ST,13099069405,2017,6,"$236,095","$238,200"
989,203 - 311 HARGRAVE ST,13099069400,2017,3,"$223,900","$226,600"
989,204 - 311 HARGRAVE ST,13099069395,2017,6,"$236,095","$238,200"
989,205 - 311 HARGRAVE ST,13099069390,2017,6,"$283,714","$286,300"
989,206 - 311 HARGRAVE ST,13099069385,2017,7,"$167,900","$169,200"
989,207 - 311 HARGRAVE ST,13099069380,2017,6,"$257,048","$259,400"
989,302 - 311 HARGRAVE ST,13099069450,2017,4,"$208,400","$210,700"
989,305 - 311 HARGRAVE ST,13099069435,2017,4,"$224,900","$227,400"
989,307 - 311 HARGRAVE ST,13099069425,2017,4,"$310,900","$314,300"
989,308 - 311 HARGRAVE ST,13099069420,2017,4,"$172,400","$174,300"
989,309 - 311 HARGRAVE ST,13099069415,2017,6,"$257,048","$259,400"
989,402 - 311 HARGRAVE ST,13099069495,2017,4,"$174,900","$176,800"
989,405 - 311 HARGRAVE ST,13099069480,2017,3,"$202,400","$204,800"
989,407 - 311 HARGRAVE ST,13099069470,2017,3,"$312,900","$316,700"
989,408 - 311 HARGRAVE ST,13099069465,2017,3,"$169,900","$171,900"
989,409 - 311 HARGRAVE ST,13099069460,2017,6,"$257,048","$259,400"
989,501 - 311 HARGRAVE ST,13099069545,2017,11,"$187,000","$187,700"
989,502 - 311 HARGRAVE ST,13099069540,2017,4,"$218,400","$220,800"
989,505 - 311 HARGRAVE ST,13099069525,2017,3,"$199,900","$202,300"
989,508 - 311 HARGRAVE ST,13099069510,2017,5,"$174,400","$176,100"
989,508 - 311 HARGRAVE ST,13099069510,2017,8,"$180,000","$181,300"
989,509 - 311 HARGRAVE ST,13099069505,2017,12,"$291,333","$292,200"
989,601 - 311 HARGRAVE ST,13099069595,2017,3,"$199,900","$202,300"
989,605 - 311 HARGRAVE ST,13099069575,2017,3,"$296,900","$300,500"
989,606 - 311 HARGRAVE ST,13099069570,2017,3,"$204,400","$206,900"
989,607 - 311 HARGRAVE ST,13099069565,2017,3,"$268,400","$271,600"
989,702 - 311 HARGRAVE ST,13099069645,2017,12,"$207,524","$208,100"
989,704 - 311 HARGRAVE ST,13099069635,2017,3,"$291,900","$295,400"
989,705 - 311 HARGRAVE ST,13099069630,2017,5,"$296,400","$299,400"
989,706 - 311 HARGRAVE ST,13099069625,2017,3,"$201,900","$204,300"
989,708 - 311 HARGRAVE ST,13099069615,2017,3,"$402,900","$407,700"
989,709 - 311 HARGRAVE ST,13099069610,2017,3,"$175,900","$178,000"
989,801 - 311 HARGRAVE ST,13099069705,2017,3,"$223,400","$226,100"
989,802 - 311 HARGRAVE ST,13099069700,2017,3,"$264,900","$268,100"
989,804 - 311 HARGRAVE ST,13099069690,2017,5,"$352,400","$355,900"
989,804 - 311 HARGRAVE ST,13099069690,2017,12,"$300,000","$300,900"
989,806 - 311 HARGRAVE ST,13099069680,2017,3,"$206,400","$208,900"
989,808 - 311 HARGRAVE ST,13099069670,2017,5,"$354,400","$357,900"
989,808 - 311 HARGRAVE ST,13099069670,2018,3,"$300,000","$300,000"
989,809 - 311 HARGRAVE ST,13099069665,2017,4,"$166,570","$168,400"
989,901 - 311 HARGRAVE ST,13099069760,2017,3,"$279,900","$283,300"
989,902 - 311 HARGRAVE ST,13099069755,2017,12,"$226,571","$227,300"
989,906 - 311 HARGRAVE ST,13099069735,2017,4,"$242,400","$245,100"
989,908 - 311 HARGRAVE ST,13099069725,2017,3,"$398,400","$403,200"
989,909 - 311 HARGRAVE ST,13099069720,2017,5,"$174,900","$176,600"
989,910 - 311 HARGRAVE ST,13099069715,2017,3,"$322,900","$326,800"
989,911 - 311 HARGRAVE ST,13099069765,2017,4,"$288,095","$291,300"
483,11 - 183 HARROW ST,12097551400,2016,8,"$164,900","$167,400"
483,12 - 183 HARROW ST,12097551500,2016,3,"$146,000","$147,500"
483,14 - 185 HARROW ST,12097550400,2016,4,"$152,500","$154,200"
483,17 - 185 HARROW ST,12097551100,2017,10,"$162,500","$163,300"
874,1 - 900 HEADMASTER ROW,4007252835,2017,10,"$302,000","$305,000"
874,7 - 900 HEADMASTER ROW,4007252805,2016,5,"$306,995","$315,900"
874,201 - 902 HEADMASTER ROW,4007257890,2016,6,"$271,545","$275,100"
874,207 - 902 HEADMASTER ROW,4007257875,2016,6,"$231,519","$234,500"
874,301 - 902 HEADMASTER ROW,4007257970,2017,5,"$294,500","$297,400"
874,401 - 902 HEADMASTER ROW,4007258050,2018,2,"$294,574","$294,900"
874,402 - 902 HEADMASTER ROW,4007257975,2016,8,"$347,978","$353,200"
874,403 - 902 HEADMASTER ROW,4007258045,2017,3,"$298,743","$302,300"
874,404 - 902 HEADMASTER ROW,4007257980,2016,6,"$300,105","$304,000"
874,406 - 902 HEADMASTER ROW,4007257985,2016,6,"$278,562","$282,200"
874,407 - 902 HEADMASTER ROW,4007258035,2016,6,"$235,269","$238,300"
874,408 - 902 HEADMASTER ROW,4007257990,2016,6,"$307,906","$311,900"
874,410 - 902 HEADMASTER ROW,4007257995,2016,6,"$296,682","$300,500"
874,412 - 902 HEADMASTER ROW,4007258000,2016,6,"$294,027","$297,800"
874,413 - 902 HEADMASTER ROW,4007258020,2016,6,"$226,239","$229,200"
874,415 - 902 HEADMASTER ROW,4007258015,2016,9,"$295,750","$300,500"
874,416 - 902 HEADMASTER ROW,4007258010,2016,7,"$371,572","$376,800"
764,202 - 492 HENDERSON HWY,2062803000,2017,11,"$262,500","$264,600"
64,108 - 1700 HENDERSON HWY,4007219500,2016,7,"$229,000","$236,100"
64,202 - 1700 HENDERSON HWY,4007219700,2016,5,"$185,000","$190,400"
64,204 - 1700 HENDERSON HWY,4007219900,2017,5,"$180,000","$183,600"
64,208 - 1700 HENDERSON HWY,4007221300,2017,11,"$218,000","$219,700"
64,308 - 1700 HENDERSON HWY,4007223100,2016,5,"$234,000","$240,800"
64,208 - 1710 HENDERSON HWY,4007220700,2017,3,"$174,000","$178,200"
64,209 - 1710 HENDERSON HWY,4007220800,2017,10,"$168,000","$169,700"
64,301 - 1710 HENDERSON HWY,4007221800,2016,6,"$166,000","$171,000"
64,305 - 1710 HENDERSON HWY,4007222200,2016,4,"$162,000","$166,500"
64,106 - 1736 HENDERSON HWY,4007224100,2016,8,"$195,000","$201,400"
64,205 - 1736 HENDERSON HWY,4007225600,2016,3,"$175,000","$179,700"
64,303 - 1736 HENDERSON HWY,4007227000,2016,10,"$197,500","$204,400"
64,306 - 1736 HENDERSON HWY,4007227300,2016,9,"$172,000","$177,800"
64,203 - 1744 HENDERSON HWY,4007225000,2017,5,"$183,000","$186,700"
64,306 - 1744 HENDERSON HWY,4007227700,2016,5,"$157,000","$161,600"
64,105 - 1760 HENDERSON HWY,4007229200,2018,1,"$167,000","$167,700"
64,204 - 1760 HENDERSON HWY,4007229900,2017,10,"$180,000","$181,800"
64,306 - 1760 HENDERSON HWY,4007232500,2017,9,"$191,000","$193,300"
64,201 - 1766 HENDERSON HWY,4007230000,2016,11,"$184,000","$190,100"
64,203 - 1766 HENDERSON HWY,4007230200,2017,12,"$190,000","$191,100"
64,207 - 1766 HENDERSON HWY,4007230600,2017,4,"$184,000","$188,000"
64,305 - 1766 HENDERSON HWY,4007232000,2017,8,"$225,000","$228,200"
64,308 - 1766 HENDERSON HWY,4007232300,2016,6,"$179,000","$184,400"
336,204 - 1820 HENDERSON HWY,4002322800,2016,12,"$290,000","$294,400"
336,304 - 1820 HENDERSON HWY,4002323400,2017,6,"$305,000","$307,700"
336,403 - 1820 HENDERSON HWY,4002324100,2017,1,"$315,000","$319,400"
336,506 - 1820 HENDERSON HWY,4002324400,2017,6,"$344,900","$348,000"
336,601 - 1820 HENDERSON HWY,4002324900,2018,1,"$281,000","$281,600"
336,605 - 1820 HENDERSON HWY,4002325100,2017,4,"$330,000","$333,600"
343,103 - 1840 HENDERSON HWY,4002586800,2017,7,"$250,000","$252,000"
343,105 - 1840 HENDERSON HWY,4002586600,2016,6,"$285,000","$288,700"
343,204 - 1840 HENDERSON HWY,4002587300,2017,3,"$228,367","$231,100"
343,405 - 1840 HENDERSON HWY,4002588400,2017,6,"$240,000","$242,200"
343,505 - 1840 HENDERSON HWY,4002589000,2017,1,"$240,000","$243,400"
330,101 - 1850 HENDERSON HWY,4002291400,2016,5,"$289,900","$293,400"
330,105 - 1850 HENDERSON HWY,4002291200,2016,7,"$384,500","$389,900"
330,303 - 1850 HENDERSON HWY,4002292100,2017,4,"$270,000","$273,000"
330,401 - 1850 HENDERSON HWY,4002293100,2016,5,"$314,000","$317,800"
330,402 - 1850 HENDERSON HWY,4002293200,2018,1,"$275,000","$275,600"
330,403 - 1850 HENDERSON HWY,4002292700,2017,6,"$292,000","$294,600"
330,405 - 1850 HENDERSON HWY,4002292900,2016,10,"$345,000","$350,900"
330,406 - 1850 HENDERSON HWY,4002293000,2017,8,"$319,000","$321,200"
206,102 - 1880 HENDERSON HWY,4002388200,2017,8,"$307,500","$309,700"
206,107 - 1880 HENDERSON HWY,4002388700,2018,1,"$310,000","$310,600"
55,1 - 1900 HENDERSON HWY,4002364500,2017,5,"$181,000","$182,800"
55,3 - 1900 HENDERSON HWY,4002364400,2016,5,"$185,000","$187,200"
55,6 - 1900 HENDERSON HWY,4002364800,2017,9,"$220,000","$221,300"
55,7 - 1900 HENDERSON HWY,4002364200,2017,6,"$194,000","$195,700"
540,301 - 1950 HENDERSON HWY,4007090500,2016,10,"$321,000","$326,500"
540,404 - 1950 HENDERSON HWY,4007091400,2016,10,"$365,000","$371,200"
388,202 - 1954 HENDERSON HWY,4002413600,2017,5,"$256,900","$259,500"
388,301 - 1954 HENDERSON HWY,4002413700,2018,3,"$289,900","$289,900"
388,403 - 1954 HENDERSON HWY,4002414700,2017,11,"$320,000","$321,300"
388,504 - 1954 HENDERSON HWY,4002415200,2017,10,"$369,900","$371,700"
967,201 - 2033 HENDERSON HWY,4007257025,2016,7,"$324,128","$328,700"
967,202 - 2033 HENDERSON HWY,4007257020,2017,4,"$285,000","$288,100"
967,203 - 2033 HENDERSON HWY,4007257030,2016,6,"$221,458","$224,300"
967,205 - 2033 HENDERSON HWY,4007257035,2016,6,"$295,543","$299,400"
967,206 - 2033 HENDERSON HWY,4007257080,2016,9,"$280,911","$285,400"
967,207 - 2033 HENDERSON HWY,4007257040,2016,6,"$300,291","$304,200"
967,208 - 2033 HENDERSON HWY,4007257075,2016,8,"$276,066","$280,200"
967,209 - 2033 HENDERSON HWY,4007257045,2016,6,"$297,273","$301,100"
967,210 - 2033 HENDERSON HWY,4007257070,2016,8,"$271,221","$275,300"
967,211 - 2033 HENDERSON HWY,4007257050,2016,6,"$298,819","$302,700"
967,212 - 2033 HENDERSON HWY,4007257065,2016,6,"$260,562","$263,900"
967,213 - 2033 HENDERSON HWY,4007257055,2016,6,"$327,409","$331,700"
967,214 - 2033 HENDERSON HWY,4007257060,2017,3,"$249,900","$252,900"
967,301 - 2033 HENDERSON HWY,4007257090,2017,5,"$309,900","$313,000"
967,302 - 2033 HENDERSON HWY,4007257085,2016,12,"$289,971","$294,300"
967,303 - 2033 HENDERSON HWY,4007257095,2016,6,"$216,556","$219,400"
967,305 - 2033 HENDERSON HWY,4007257100,2016,6,"$290,601","$294,400"
967,306 - 2033 HENDERSON HWY,4007257145,2017,2,"$289,900","$293,700"
967,307 - 2033 HENDERSON HWY,4007257105,2016,6,"$319,836","$324,000"
967,308 - 2033 HENDERSON HWY,4007257140,2016,6,"$271,657","$275,200"
967,309 - 2033 HENDERSON HWY,4007257110,2016,6,"$295,863","$299,700"
967,310 - 2033 HENDERSON HWY,4007257135,2016,6,"$271,657","$275,200"
967,311 - 2033 HENDERSON HWY,4007257115,2016,6,"$302,272","$306,200"
967,312 - 2033 HENDERSON HWY,4007257130,2016,8,"$285,000","$289,300"
967,313 - 2033 HENDERSON HWY,4007257120,2016,6,"$327,409","$331,700"
967,314 - 2033 HENDERSON HWY,4007257125,2016,6,"$261,531","$264,900"
967,401 - 2033 HENDERSON HWY,4007257155,2016,6,"$357,323","$362,000"
967,402 - 2033 HENDERSON HWY,4007257150,2016,6,"$322,564","$326,800"
967,403 - 2033 HENDERSON HWY,4007257160,2016,6,"$241,653","$244,800"
967,405 - 2033 HENDERSON HWY,4007257165,2016,10,"$338,000","$343,700"
967,406 - 2033 HENDERSON HWY,4007257210,2017,2,"$309,900","$313,900"
967,407 - 2033 HENDERSON HWY,4007257170,2016,8,"$337,886","$343,000"
967,408 - 2033 HENDERSON HWY,4007257205,2017,3,"$299,900","$303,500"
967,409 - 2033 HENDERSON HWY,4007257175,2016,7,"$339,147","$343,900"
967,410 - 2033 HENDERSON HWY,4007257200,2017,1,"$295,000","$299,100"
967,411 - 2033 HENDERSON HWY,4007257180,2016,9,"$334,900","$340,300"
967,412 - 2033 HENDERSON HWY,4007257195,2016,6,"$312,403","$316,500"
967,413 - 2033 HENDERSON HWY,4007257185,2016,6,"$341,944","$346,400"
967,414 - 2033 HENDERSON HWY,4007257190,2016,6,"$300,242","$304,100"
358,10 - 2079 HENDERSON HWY,4001441000,2016,3,"$260,000","$267,000"
903,103 - 10 HILL GROVE PT,3092986790,2016,6,"$263,566","$267,000"
903,105 - 10 HILL GROVE PT,3092986795,2016,4,"$284,016","$287,100"
903,106 - 10 HILL GROVE PT,3092986800,2017,6,"$298,183","$300,900"
903,109 - 10 HILL GROVE PT,3092994030,2017,1,"$258,647","$262,300"
903,111 - 10 HILL GROVE PT,3092994035,2017,9,"$242,248","$243,700"
903,113 - 10 HILL GROVE PT,3092994040,2017,2,"$247,752","$251,000"
903,115 - 10 HILL GROVE PT,3092994045,2017,2,"$245,155","$248,300"
903,116 - 10 HILL GROVE PT,3092994080,2017,12,"$246,888","$247,600"
903,117 - 10 HILL GROVE PT,3092994050,2017,10,"$232,558","$233,700"
903,119 - 10 HILL GROVE PT,3092994055,2017,1,"$251,866","$255,400"
903,121 - 10 HILL GROVE PT,3092994060,2017,12,"$325,008","$326,000"
903,122 - 10 HILL GROVE PT,3092994065,2017,3,"$271,822","$275,100"
903,206 - 10 HILL GROVE PT,3092986845,2017,8,"$311,047","$313,200"
903,208 - 10 HILL GROVE PT,3092986855,2017,12,"$258,000","$258,800"
903,209 - 10 HILL GROVE PT,3092994100,2017,2,"$249,031","$252,300"
903,210 - 10 HILL GROVE PT,3092994165,2017,2,"$241,501","$244,600"
903,211 - 10 HILL GROVE PT,3092994105,2017,9,"$232,915","$234,300"
903,212 - 10 HILL GROVE PT,3092994160,2017,8,"$265,260","$267,100"
903,213 - 10 HILL GROVE PT,3092994110,2017,1,"$229,717","$232,900"
903,214 - 10 HILL GROVE PT,3092994155,2018,3,"$261,628","$261,600"
903,215 - 10 HILL GROVE PT,3092994115,2017,1,"$232,808","$236,100"
903,216 - 10 HILL GROVE PT,3092994150,2017,9,"$261,985","$263,600"
903,217 - 10 HILL GROVE PT,3092994120,2017,3,"$237,818","$240,700"
903,218 - 10 HILL GROVE PT,3092994145,2017,4,"$261,888","$264,800"
903,219 - 10 HILL GROVE PT,3092994125,2017,2,"$248,922","$252,200"
903,220 - 10 HILL GROVE PT,3092994140,2017,10,"$262,450","$263,800"
903,221 - 10 HILL GROVE PT,3092994130,2017,1,"$321,008","$325,500"
903,222 - 10 HILL GROVE PT,3092994135,2017,1,"$270,481","$274,300"
903,306 - 10 HILL GROVE PT,3092986890,2016,12,"$314,438","$319,200"
903,307 - 10 HILL GROVE PT,3092986895,2017,8,"$320,000","$322,200"
903,310 - 10 HILL GROVE PT,3092994235,2017,5,"$249,031","$251,500"
903,311 - 10 HILL GROVE PT,3092994175,2017,8,"$252,043","$253,800"
903,312 - 10 HILL GROVE PT,3092994230,2017,8,"$264,000","$265,800"
